        time        alpha
     -100750       -3.993
     -100700       -3.978
     -100650       -3.963
     -100600       -3.950
     -100550       -3.938
     -100500       -3.927
     -100450       -3.917
     -100400       -3.908
     -100350       -3.901
     -100300       -3.894
     -100250       -3.889
     -100200       -3.884
     -100150       -3.881
     -100100       -3.879
     -100050       -3.878
     -100000       -3.878
      -99950       -3.879
      -99900       -3.881
      -99850       -3.884
      -99800       -3.889
      -99750       -3.894
      -99700       -3.900
      -99650       -3.908
      -99600       -3.916
      -99550       -3.925
      -99500       -3.935
      -99450       -3.947
      -99400       -3.959
      -99350       -3.972
      -99300       -3.986
      -99250       -4.001
      -99200       -4.017
      -99150       -4.033
      -99100       -4.051
      -99050       -4.069
      -99000       -4.089
      -98950       -4.109
      -98900       -4.129
      -98850       -4.151
      -98800       -4.173
      -98750       -4.197
      -98700       -4.220
      -98650       -4.245
      -98600       -4.270
      -98550       -4.296
      -98500       -4.322
      -98450       -4.349
      -98400       -4.377
      -98350       -4.405
      -98300       -4.434
      -98250       -4.464
      -98200       -4.493
      -98150       -4.524
      -98100       -4.555
      -98050       -4.586
      -98000       -4.618
      -97950       -4.650
      -97900       -4.682
      -97850       -4.715
      -97800       -4.749
      -97750       -4.782
      -97700       -4.816
      -97650       -4.851
      -97600       -4.885
      -97550       -4.920
      -97500       -4.955
      -97450       -4.990
      -97400       -5.025
      -97350       -5.061
      -97300       -5.097
      -97250       -5.132
      -97200       -5.168
      -97150       -5.205
      -97100       -5.241
      -97050       -5.277
      -97000       -5.313
      -96950       -5.349
      -96900       -5.386
      -96850       -5.422
      -96800       -5.458
      -96750       -5.494
      -96700       -5.531
      -96650       -5.567
      -96600       -5.603
      -96550       -5.639
      -96500       -5.674
      -96450       -5.710
      -96400       -5.746
      -96350       -5.781
      -96300       -5.816
      -96250       -5.851
      -96200       -5.886
      -96150       -5.921
      -96100       -5.955
      -96050       -5.989
      -96000       -6.023
      -95950       -6.057
      -95900       -6.090
      -95850       -6.123
      -95800       -6.156
      -95750       -6.189
      -95700       -6.221
      -95650       -6.253
      -95600       -6.285
      -95550       -6.317
      -95500       -6.348
      -95450       -6.379
      -95400       -6.409
      -95350       -6.440
      -95300       -6.470
      -95250       -6.499
      -95200       -6.528
      -95150       -6.557
      -95100       -6.586
      -95050       -6.614
      -95000       -6.642
      -94950       -6.670
      -94900       -6.697
      -94850       -6.724
      -94800       -6.751
      -94750       -6.777
      -94700       -6.803
      -94650       -6.829
      -94600       -6.854
      -94550       -6.879
      -94500       -6.904
      -94450       -6.928
      -94400       -6.953
      -94350       -6.976
      -94300       -7.000
      -94250       -7.023
      -94200       -7.046
      -94150       -7.069
      -94100       -7.091
      -94050       -7.113
      -94000       -7.135
      -93950       -7.157
      -93900       -7.178
      -93850       -7.200
      -93800       -7.220
      -93750       -7.241
      -93700       -7.262
      -93650       -7.282
      -93600       -7.302
      -93550       -7.322
      -93500       -7.342
      -93450       -7.361
      -93400       -7.380
      -93350       -7.400
      -93300       -7.419
      -93250       -7.438
      -93200       -7.456
      -93150       -7.475
      -93100       -7.493
      -93050       -7.512
      -93000       -7.530
      -92950       -7.548
      -92900       -7.566
      -92850       -7.585
      -92800       -7.603
      -92750       -7.620
      -92700       -7.638
      -92650       -7.656
      -92600       -7.674
      -92550       -7.692
      -92500       -7.709
      -92450       -7.727
      -92400       -7.745
      -92350       -7.762
      -92300       -7.780
      -92250       -7.798
      -92200       -7.815
      -92150       -7.833
      -92100       -7.851
      -92050       -7.869
      -92000       -7.886
      -91950       -7.904
      -91900       -7.922
      -91850       -7.940
      -91800       -7.958
      -91750       -7.976
      -91700       -7.994
      -91650       -8.012
      -91600       -8.030
      -91550       -8.048
      -91500       -8.067
      -91450       -8.085
      -91400       -8.103
      -91350       -8.122
      -91300       -8.140
      -91250       -8.159
      -91200       -8.177
      -91150       -8.196
      -91100       -8.215
      -91050       -8.233
      -91000       -8.252
      -90950       -8.271
      -90900       -8.290
      -90850       -8.309
      -90800       -8.327
      -90750       -8.346
      -90700       -8.365
      -90650       -8.384
      -90600       -8.403
      -90550       -8.422
      -90500       -8.441
      -90450       -8.460
      -90400       -8.479
      -90350       -8.498
      -90300       -8.517
      -90250       -8.535
      -90200       -8.554
      -90150       -8.573
      -90100       -8.591
      -90050       -8.610
      -90000       -8.628
      -89950       -8.646
      -89900       -8.665
      -89850       -8.683
      -89800       -8.700
      -89750       -8.718
      -89700       -8.736
      -89650       -8.753
      -89600       -8.770
      -89550       -8.787
      -89500       -8.804
      -89450       -8.820
      -89400       -8.836
      -89350       -8.852
      -89300       -8.868
      -89250       -8.883
      -89200       -8.899
      -89150       -8.913
      -89100       -8.928
      -89050       -8.942
      -89000       -8.956
      -88950       -8.969
      -88900       -8.982
      -88850       -8.994
      -88800       -9.006
      -88750       -9.018
      -88700       -9.029
      -88650       -9.040
      -88600       -9.050
      -88550       -9.060
      -88500       -9.070
      -88450       -9.078
      -88400       -9.087
      -88350       -9.094
      -88300       -9.101
      -88250       -9.108
      -88200       -9.114
      -88150       -9.119
      -88100       -9.124
      -88050       -9.128
      -88000       -9.132
      -87950       -9.135
      -87900       -9.137
      -87850       -9.138
      -87800       -9.139
      -87750       -9.139
      -87700       -9.139
      -87650       -9.137
      -87600       -9.135
      -87550       -9.133
      -87500       -9.129
      -87450       -9.125
      -87400       -9.120
      -87350       -9.114
      -87300       -9.108
      -87250       -9.100
      -87200       -9.092
      -87150       -9.083
      -87100       -9.074
      -87050       -9.063
      -87000       -9.052
      -86950       -9.040
      -86900       -9.027
      -86850       -9.013
      -86800       -8.999
      -86750       -8.984
      -86700       -8.968
      -86650       -8.951
      -86600       -8.933
      -86550       -8.914
      -86500       -8.895
      -86450       -8.875
      -86400       -8.854
      -86350       -8.832
      -86300       -8.810
      -86250       -8.787
      -86200       -8.763
      -86150       -8.738
      -86100       -8.712
      -86050       -8.686
      -86000       -8.659
      -85950       -8.631
      -85900       -8.603
      -85850       -8.574
      -85800       -8.544
      -85750       -8.513
      -85700       -8.482
      -85650       -8.450
      -85600       -8.418
      -85550       -8.384
      -85500       -8.351
      -85450       -8.316
      -85400       -8.281
      -85350       -8.246
      -85300       -8.210
      -85250       -8.173
      -85200       -8.136
      -85150       -8.098
      -85100       -8.060
      -85050       -8.022
      -85000       -7.983
      -84950       -7.944
      -84900       -7.904
      -84850       -7.864
      -84800       -7.823
      -84750       -7.783
      -84700       -7.742
      -84650       -7.700
      -84600       -7.659
      -84550       -7.617
      -84500       -7.575
      -84450       -7.533
      -84400       -7.491
      -84350       -7.448
      -84300       -7.406
      -84250       -7.363
      -84200       -7.321
      -84150       -7.278
      -84100       -7.236
      -84050       -7.193
      -84000       -7.151
      -83950       -7.108
      -83900       -7.066
      -83850       -7.024
      -83800       -6.983
      -83750       -6.941
      -83700       -6.900
      -83650       -6.859
      -83600       -6.818
      -83550       -6.778
      -83500       -6.738
      -83450       -6.698
      -83400       -6.659
      -83350       -6.620
      -83300       -6.582
      -83250       -6.544
      -83200       -6.507
      -83150       -6.471
      -83100       -6.435
      -83050       -6.399
      -83000       -6.365
      -82950       -6.331
      -82900       -6.297
      -82850       -6.265
      -82800       -6.233
      -82750       -6.202
      -82700       -6.172
      -82650       -6.143
      -82600       -6.114
      -82550       -6.087
      -82500       -6.060
      -82450       -6.034
      -82400       -6.010
      -82350       -5.986
      -82300       -5.963
      -82250       -5.941
      -82200       -5.921
      -82150       -5.901
      -82100       -5.883
      -82050       -5.865
      -82000       -5.849
      -81950       -5.834
      -81900       -5.820
      -81850       -5.807
      -81800       -5.796
      -81750       -5.786
      -81700       -5.777
      -81650       -5.769
      -81600       -5.762
      -81550       -5.757
      -81500       -5.753
      -81450       -5.750
      -81400       -5.749
      -81350       -5.749
      -81300       -5.750
      -81250       -5.753
      -81200       -5.757
      -81150       -5.762
      -81100       -5.768
      -81050       -5.776
      -81000       -5.786
      -80950       -5.797
      -80900       -5.809
      -80850       -5.822
      -80800       -5.837
      -80750       -5.853
      -80700       -5.871
      -80650       -5.890
      -80600       -5.910
      -80550       -5.932
      -80500       -5.955
      -80450       -5.979
      -80400       -6.005
      -80350       -6.032
      -80300       -6.061
      -80250       -6.091
      -80200       -6.122
      -80150       -6.154
      -80100       -6.188
      -80050       -6.223
      -80000       -6.259
      -79950       -6.297
      -79900       -6.336
      -79850       -6.376
      -79800       -6.417
      -79750       -6.460
      -79700       -6.503
      -79650       -6.548
      -79600       -6.594
      -79550       -6.642
      -79500       -6.690
      -79450       -6.739
      -79400       -6.790
      -79350       -6.841
      -79300       -6.894
      -79250       -6.948
      -79200       -7.002
      -79150       -7.058
      -79100       -7.114
      -79050       -7.172
      -79000       -7.230
      -78950       -7.289
      -78900       -7.349
      -78850       -7.410
      -78800       -7.472
      -78750       -7.535
      -78700       -7.598
      -78650       -7.662
      -78600       -7.726
      -78550       -7.792
      -78500       -7.858
      -78450       -7.924
      -78400       -7.991
      -78350       -8.059
      -78300       -8.127
      -78250       -8.196
      -78200       -8.265
      -78150       -8.335
      -78100       -8.405
      -78050       -8.475
      -78000       -8.546
      -77950       -8.617
      -77900       -8.689
      -77850       -8.760
      -77800       -8.832
      -77750       -8.904
      -77700       -8.976
      -77650       -9.049
      -77600       -9.121
      -77550       -9.194
      -77500       -9.267
      -77450       -9.339
      -77400       -9.412
      -77350       -9.485
      -77300       -9.557
      -77250       -9.630
      -77200       -9.702
      -77150       -9.774
      -77100       -9.847
      -77050       -9.919
      -77000       -9.990
      -76950      -10.062
      -76900      -10.133
      -76850      -10.204
      -76800      -10.275
      -76750      -10.345
      -76700      -10.415
      -76650      -10.484
      -76600      -10.553
      -76550      -10.622
      -76500      -10.690
      -76450      -10.758
      -76400      -10.826
      -76350      -10.892
      -76300      -10.959
      -76250      -11.025
      -76200      -11.090
      -76150      -11.154
      -76100      -11.219
      -76050      -11.282
      -76000      -11.345
      -75950      -11.407
      -75900      -11.469
      -75850      -11.529
      -75800      -11.590
      -75750      -11.649
      -75700      -11.708
      -75650      -11.766
      -75600      -11.824
      -75550      -11.881
      -75500      -11.937
      -75450      -11.992
      -75400      -12.046
      -75350      -12.100
      -75300      -12.153
      -75250      -12.205
      -75200      -12.257
      -75150      -12.308
      -75100      -12.358
      -75050      -12.407
      -75000      -12.455
      -74950      -12.503
      -74900      -12.550
      -74850      -12.596
      -74800      -12.642
      -74750      -12.686
      -74700      -12.730
      -74650      -12.774
      -74600      -12.816
      -74550      -12.858
      -74500      -12.899
      -74450      -12.939
      -74400      -12.979
      -74350      -13.017
      -74300      -13.056
      -74250      -13.093
      -74200      -13.130
      -74150      -13.166
      -74100      -13.201
      -74050      -13.236
      -74000      -13.270
      -73950      -13.304
      -73900      -13.337
      -73850      -13.369
      -73800      -13.401
      -73750      -13.432
      -73700      -13.463
      -73650      -13.493
      -73600      -13.522
      -73550      -13.551
      -73500      -13.580
      -73450      -13.608
      -73400      -13.636
      -73350      -13.663
      -73300      -13.690
      -73250      -13.716
      -73200      -13.742
      -73150      -13.768
      -73100      -13.793
      -73050      -13.818
      -73000      -13.842
      -72950      -13.867
      -72900      -13.891
      -72850      -13.915
      -72800      -13.938
      -72750      -13.962
      -72700      -13.985
      -72650      -14.008
      -72600      -14.030
      -72550      -14.053
      -72500      -14.076
      -72450      -14.098
      -72400      -14.120
      -72350      -14.143
      -72300      -14.165
      -72250      -14.187
      -72200      -14.209
      -72150      -14.232
      -72100      -14.254
      -72050      -14.276
      -72000      -14.298
      -71950      -14.321
      -71900      -14.343
      -71850      -14.366
      -71800      -14.389
      -71750      -14.411
      -71700      -14.434
      -71650      -14.458
      -71600      -14.481
      -71550      -14.505
      -71500      -14.528
      -71450      -14.552
      -71400      -14.577
      -71350      -14.601
      -71300      -14.626
      -71250      -14.651
      -71200      -14.676
      -71150      -14.702
      -71100      -14.728
      -71050      -14.754
      -71000      -14.780
      -70950      -14.807
      -70900      -14.835
      -70850      -14.862
      -70800      -14.890
      -70750      -14.918
      -70700      -14.947
      -70650      -14.976
      -70600      -15.005
      -70550      -15.035
      -70500      -15.065
      -70450      -15.096
      -70400      -15.127
      -70350      -15.158
      -70300      -15.190
      -70250      -15.222
      -70200      -15.254
      -70150      -15.287
      -70100      -15.320
      -70050      -15.354
      -70000      -15.388
      -69950      -15.422
      -69900      -15.457
      -69850      -15.492
      -69800      -15.527
      -69750      -15.563
      -69700      -15.599
      -69650      -15.635
      -69600      -15.672
      -69550      -15.709
      -69500      -15.746
      -69450      -15.784
      -69400      -15.822
      -69350      -15.860
      -69300      -15.898
      -69250      -15.937
      -69200      -15.976
      -69150      -16.015
      -69100      -16.054
      -69050      -16.094
      -69000      -16.133
      -68950      -16.173
      -68900      -16.213
      -68850      -16.253
      -68800      -16.293
      -68750      -16.333
      -68700      -16.373
      -68650      -16.414
      -68600      -16.454
      -68550      -16.494
      -68500      -16.535
      -68450      -16.575
      -68400      -16.615
      -68350      -16.655
      -68300      -16.696
      -68250      -16.735
      -68200      -16.775
      -68150      -16.815
      -68100      -16.854
      -68050      -16.894
      -68000      -16.933
      -67950      -16.971
      -67900      -17.010
      -67850      -17.048
      -67800      -17.086
      -67750      -17.124
      -67700      -17.161
      -67650      -17.198
      -67600      -17.234
      -67550      -17.270
      -67500      -17.305
      -67450      -17.340
      -67400      -17.375
      -67350      -17.409
      -67300      -17.442
      -67250      -17.475
      -67200      -17.507
      -67150      -17.539
      -67100      -17.570
      -67050      -17.600
      -67000      -17.629
      -66950      -17.658
      -66900      -17.687
      -66850      -17.714
      -66800      -17.741
      -66750      -17.766
      -66700      -17.791
      -66650      -17.815
      -66600      -17.839
      -66550      -17.861
      -66500      -17.883
      -66450      -17.903
      -66400      -17.923
      -66350      -17.942
      -66300      -17.960
      -66250      -17.976
      -66200      -17.992
      -66150      -18.007
      -66100      -18.021
      -66050      -18.033
      -66000      -18.045
      -65950      -18.055
      -65900      -18.065
      -65850      -18.073
      -65800      -18.080
      -65750      -18.086
      -65700      -18.091
      -65650      -18.095
      -65600      -18.098
      -65550      -18.099
      -65500      -18.100
      -65450      -18.099
      -65400      -18.097
      -65350      -18.093
      -65300      -18.089
      -65250      -18.083
      -65200      -18.076
      -65150      -18.068
      -65100      -18.059
      -65050      -18.048
      -65000      -18.037
      -64950      -18.024
      -64900      -18.009
      -64850      -17.994
      -64800      -17.977
      -64750      -17.959
      -64700      -17.940
      -64650      -17.920
      -64600      -17.898
      -64550      -17.876
      -64500      -17.852
      -64450      -17.827
      -64400      -17.800
      -64350      -17.773
      -64300      -17.744
      -64250      -17.714
      -64200      -17.683
      -64150      -17.651
      -64100      -17.618
      -64050      -17.584
      -64000      -17.548
      -63950      -17.511
      -63900      -17.474
      -63850      -17.435
      -63800      -17.395
      -63750      -17.354
      -63700      -17.313
      -63650      -17.270
      -63600      -17.226
      -63550      -17.181
      -63500      -17.135
      -63450      -17.088
      -63400      -17.041
      -63350      -16.992
      -63300      -16.943
      -63250      -16.893
      -63200      -16.841
      -63150      -16.789
      -63100      -16.737
      -63050      -16.683
      -63000      -16.629
      -62950      -16.574
      -62900      -16.518
      -62850      -16.462
      -62800      -16.405
      -62750      -16.347
      -62700      -16.289
      -62650      -16.230
      -62600      -16.171
      -62550      -16.111
      -62500      -16.050
      -62450      -15.989
      -62400      -15.928
      -62350      -15.866
      -62300      -15.804
      -62250      -15.741
      -62200      -15.678
      -62150      -15.615
      -62100      -15.552
      -62050      -15.488
      -62000      -15.424
      -61950      -15.359
      -61900      -15.295
      -61850      -15.230
      -61800      -15.165
      -61750      -15.100
      -61700      -15.035
      -61650      -14.970
      -61600      -14.905
      -61550      -14.840
      -61500      -14.775
      -61450      -14.710
      -61400      -14.645
      -61350      -14.580
      -61300      -14.515
      -61250      -14.451
      -61200      -14.386
      -61150      -14.322
      -61100      -14.258
      -61050      -14.194
      -61000      -14.130
      -60950      -14.067
      -60900      -14.004
      -60850      -13.941
      -60800      -13.879
      -60750      -13.817
      -60700      -13.756
      -60650      -13.694
      -60600      -13.634
      -60550      -13.573
      -60500      -13.514
      -60450      -13.454
      -60400      -13.395
      -60350      -13.337
      -60300      -13.279
      -60250      -13.222
      -60200      -13.166
      -60150      -13.110
      -60100      -13.054
      -60050      -12.999
      -60000      -12.945
      -59950      -12.892
      -59900      -12.839
      -59850      -12.787
      -59800      -12.735
      -59750      -12.684
      -59700      -12.634
      -59650      -12.585
      -59600      -12.536
      -59550      -12.488
      -59500      -12.441
      -59450      -12.394
      -59400      -12.349
      -59350      -12.304
      -59300      -12.260
      -59250      -12.216
      -59200      -12.173
      -59150      -12.132
      -59100      -12.090
      -59050      -12.050
      -59000      -12.011
      -58950      -11.972
      -58900      -11.934
      -58850      -11.896
      -58800      -11.860
      -58750      -11.824
      -58700      -11.790
      -58650      -11.755
      -58600      -11.722
      -58550      -11.689
      -58500      -11.658
      -58450      -11.627
      -58400      -11.596
      -58350      -11.567
      -58300      -11.538
      -58250      -11.510
      -58200      -11.483
      -58150      -11.456
      -58100      -11.430
      -58050      -11.405
      -58000      -11.380
      -57950      -11.356
      -57900      -11.333
      -57850      -11.311
      -57800      -11.289
      -57750      -11.268
      -57700      -11.247
      -57650      -11.227
      -57600      -11.208
      -57550      -11.189
      -57500      -11.171
      -57450      -11.153
      -57400      -11.136
      -57350      -11.119
      -57300      -11.103
      -57250      -11.088
      -57200      -11.073
      -57150      -11.058
      -57100      -11.044
      -57050      -11.030
      -57000      -11.017
      -56950      -11.004
      -56900      -10.992
      -56850      -10.980
      -56800      -10.968
      -56750      -10.957
      -56700      -10.946
      -56650      -10.935
      -56600      -10.925
      -56550      -10.915
      -56500      -10.905
      -56450      -10.895
      -56400      -10.886
      -56350      -10.877
      -56300      -10.868
      -56250      -10.859
      -56200      -10.850
      -56150      -10.842
      -56100      -10.833
      -56050      -10.825
      -56000      -10.817
      -55950      -10.809
      -55900      -10.801
      -55850      -10.793
      -55800      -10.785
      -55750      -10.777
      -55700      -10.769
      -55650      -10.761
      -55600      -10.753
      -55550      -10.745
      -55500      -10.737
      -55450      -10.729
      -55400      -10.721
      -55350      -10.713
      -55300      -10.704
      -55250      -10.696
      -55200      -10.687
      -55150      -10.679
      -55100      -10.670
      -55050      -10.661
      -55000      -10.652
      -54950      -10.642
      -54900      -10.633
      -54850      -10.623
      -54800      -10.613
      -54750      -10.603
      -54700      -10.592
      -54650      -10.581
      -54600      -10.571
      -54550      -10.559
      -54500      -10.548
      -54450      -10.536
      -54400      -10.524
      -54350      -10.512
      -54300      -10.500
      -54250      -10.487
      -54200      -10.474
      -54150      -10.461
      -54100      -10.447
      -54050      -10.433
      -54000      -10.419
      -53950      -10.405
      -53900      -10.390
      -53850      -10.375
      -53800      -10.360
      -53750      -10.344
      -53700      -10.328
      -53650      -10.312
      -53600      -10.296
      -53550      -10.279
      -53500      -10.262
      -53450      -10.245
      -53400      -10.228
      -53350      -10.210
      -53300      -10.192
      -53250      -10.174
      -53200      -10.155
      -53150      -10.137
      -53100      -10.118
      -53050      -10.099
      -53000      -10.079
      -52950      -10.060
      -52900      -10.040
      -52850      -10.020
      -52800      -10.000
      -52750       -9.980
      -52700       -9.960
      -52650       -9.939
      -52600       -9.919
      -52550       -9.898
      -52500       -9.877
      -52450       -9.857
      -52400       -9.836
      -52350       -9.815
      -52300       -9.794
      -52250       -9.773
      -52200       -9.752
      -52150       -9.731
      -52100       -9.710
      -52050       -9.689
      -52000       -9.668
      -51950       -9.647
      -51900       -9.626
      -51850       -9.605
      -51800       -9.584
      -51750       -9.564
      -51700       -9.544
      -51650       -9.523
      -51600       -9.503
      -51550       -9.483
      -51500       -9.464
      -51450       -9.444
      -51400       -9.425
      -51350       -9.406
      -51300       -9.387
      -51250       -9.369
      -51200       -9.351
      -51150       -9.333
      -51100       -9.316
      -51050       -9.299
      -51000       -9.282
      -50950       -9.265
      -50900       -9.249
      -50850       -9.234
      -50800       -9.219
      -50750       -9.204
      -50700       -9.190
      -50650       -9.176
      -50600       -9.163
      -50550       -9.150
      -50500       -9.138
      -50450       -9.126
      -50400       -9.115
      -50350       -9.105
      -50300       -9.095
      -50250       -9.085
      -50200       -9.077
      -50150       -9.069
      -50100       -9.061
      -50050       -9.054
      -50000       -9.048
      -49950       -9.042
      -49900       -9.037
      -49850       -9.033
      -49800       -9.030
      -49750       -9.027
      -49700       -9.025
      -49650       -9.024
      -49600       -9.023
      -49550       -9.023
      -49500       -9.024
      -49450       -9.026
      -49400       -9.028
      -49350       -9.031
      -49300       -9.035
      -49250       -9.040
      -49200       -9.046
      -49150       -9.052
      -49100       -9.059
      -49050       -9.067
      -49000       -9.076
      -48950       -9.085
      -48900       -9.096
      -48850       -9.107
      -48800       -9.119
      -48750       -9.132
      -48700       -9.145
      -48650       -9.160
      -48600       -9.175
      -48550       -9.191
      -48500       -9.208
      -48450       -9.226
      -48400       -9.244
      -48350       -9.263
      -48300       -9.284
      -48250       -9.304
      -48200       -9.326
      -48150       -9.349
      -48100       -9.372
      -48050       -9.396
      -48000       -9.420
      -47950       -9.446
      -47900       -9.472
      -47850       -9.499
      -47800       -9.527
      -47750       -9.555
      -47700       -9.584
      -47650       -9.614
      -47600       -9.645
      -47550       -9.676
      -47500       -9.708
      -47450       -9.740
      -47400       -9.773
      -47350       -9.807
      -47300       -9.841
      -47250       -9.876
      -47200       -9.912
      -47150       -9.948
      -47100       -9.985
      -47050      -10.022
      -47000      -10.060
      -46950      -10.098
      -46900      -10.137
      -46850      -10.176
      -46800      -10.215
      -46750      -10.256
      -46700      -10.296
      -46650      -10.337
      -46600      -10.378
      -46550      -10.420
      -46500      -10.462
      -46450      -10.504
      -46400      -10.547
      -46350      -10.590
      -46300      -10.633
      -46250      -10.677
      -46200      -10.720
      -46150      -10.764
      -46100      -10.809
      -46050      -10.853
      -46000      -10.897
      -45950      -10.942
      -45900      -10.987
      -45850      -11.032
      -45800      -11.077
      -45750      -11.122
      -45700      -11.167
      -45650      -11.212
      -45600      -11.257
      -45550      -11.302
      -45500      -11.347
      -45450      -11.391
      -45400      -11.436
      -45350      -11.481
      -45300      -11.526
      -45250      -11.570
      -45200      -11.614
      -45150      -11.658
      -45100      -11.702
      -45050      -11.746
      -45000      -11.789
      -44950      -11.833
      -44900      -11.876
      -44850      -11.918
      -44800      -11.961
      -44750      -12.003
      -44700      -12.044
      -44650      -12.086
      -44600      -12.127
      -44550      -12.167
      -44500      -12.207
      -44450      -12.247
      -44400      -12.286
      -44350      -12.325
      -44300      -12.363
      -44250      -12.401
      -44200      -12.439
      -44150      -12.476
      -44100      -12.512
      -44050      -12.548
      -44000      -12.583
      -43950      -12.618
      -43900      -12.652
      -43850      -12.685
      -43800      -12.718
      -43750      -12.751
      -43700      -12.783
      -43650      -12.814
      -43600      -12.844
      -43550      -12.874
      -43500      -12.903
      -43450      -12.932
      -43400      -12.960
      -43350      -12.987
      -43300      -13.014
      -43250      -13.040
      -43200      -13.065
      -43150      -13.090
      -43100      -13.113
      -43050      -13.137
      -43000      -13.159
      -42950      -13.181
      -42900      -13.202
      -42850      -13.222
      -42800      -13.242
      -42750      -13.261
      -42700      -13.279
      -42650      -13.297
      -42600      -13.314
      -42550      -13.330
      -42500      -13.346
      -42450      -13.360
      -42400      -13.375
      -42350      -13.388
      -42300      -13.401
      -42250      -13.413
      -42200      -13.424
      -42150      -13.435
      -42100      -13.445
      -42050      -13.454
      -42000      -13.463
      -41950      -13.471
      -41900      -13.479
      -41850      -13.486
      -41800      -13.492
      -41750      -13.498
      -41700      -13.503
      -41650      -13.507
      -41600      -13.511
      -41550      -13.514
      -41500      -13.517
      -41450      -13.519
      -41400      -13.521
      -41350      -13.522
      -41300      -13.523
      -41250      -13.523
      -41200      -13.523
      -41150      -13.522
      -41100      -13.521
      -41050      -13.519
      -41000      -13.517
      -40950      -13.514
      -40900      -13.511
      -40850      -13.508
      -40800      -13.504
      -40750      -13.500
      -40700      -13.496
      -40650      -13.491
      -40600      -13.486
      -40550      -13.480
      -40500      -13.475
      -40450      -13.469
      -40400      -13.462
      -40350      -13.456
      -40300      -13.449
      -40250      -13.443
      -40200      -13.436
      -40150      -13.428
      -40100      -13.421
      -40050      -13.414
      -40000      -13.406
      -39950      -13.398
      -39900      -13.390
      -39850      -13.383
      -39800      -13.375
      -39750      -13.367
      -39700      -13.359
      -39650      -13.351
      -39600      -13.343
      -39550      -13.335
      -39500      -13.327
      -39450      -13.319
      -39400      -13.311
      -39350      -13.304
      -39300      -13.296
      -39250      -13.289
      -39200      -13.281
      -39150      -13.274
      -39100      -13.267
      -39050      -13.260
      -39000      -13.254
      -38950      -13.247
      -38900      -13.241
      -38850      -13.235
      -38800      -13.230
      -38750      -13.224
      -38700      -13.219
      -38650      -13.214
      -38600      -13.210
      -38550      -13.205
      -38500      -13.202
      -38450      -13.198
      -38400      -13.195
      -38350      -13.192
      -38300      -13.190
      -38250      -13.187
      -38200      -13.186
      -38150      -13.185
      -38100      -13.184
      -38050      -13.183
      -38000      -13.183
      -37950      -13.184
      -37900      -13.185
      -37850      -13.186
      -37800      -13.188
      -37750      -13.190
      -37700      -13.193
      -37650      -13.196
      -37600      -13.200
      -37550      -13.204
      -37500      -13.209
      -37450      -13.214
      -37400      -13.220
      -37350      -13.226
      -37300      -13.233
      -37250      -13.240
      -37200      -13.248
      -37150      -13.257
      -37100      -13.266
      -37050      -13.275
      -37000      -13.285
      -36950      -13.295
      -36900      -13.307
      -36850      -13.318
      -36800      -13.330
      -36750      -13.343
      -36700      -13.356
      -36650      -13.370
      -36600      -13.384
      -36550      -13.399
      -36500      -13.414
      -36450      -13.430
      -36400      -13.446
      -36350      -13.463
      -36300      -13.481
      -36250      -13.499
      -36200      -13.517
      -36150      -13.536
      -36100      -13.555
      -36050      -13.575
      -36000      -13.596
      -35950      -13.617
      -35900      -13.638
      -35850      -13.660
      -35800      -13.682
      -35750      -13.705
      -35700      -13.728
      -35650      -13.751
      -35600      -13.776
      -35550      -13.800
      -35500      -13.825
      -35450      -13.850
      -35400      -13.876
      -35350      -13.902
      -35300      -13.928
      -35250      -13.955
      -35200      -13.982
      -35150      -14.010
      -35100      -14.038
      -35050      -14.066
      -35000      -14.095
      -34950      -14.123
      -34900      -14.153
      -34850      -14.182
      -34800      -14.212
      -34750      -14.242
      -34700      -14.272
      -34650      -14.302
      -34600      -14.333
      -34550      -14.364
      -34500      -14.395
      -34450      -14.426
      -34400      -14.458
      -34350      -14.489
      -34300      -14.521
      -34250      -14.553
      -34200      -14.585
      -34150      -14.618
      -34100      -14.650
      -34050      -14.682
      -34000      -14.715
      -33950      -14.747
      -33900      -14.780
      -33850      -14.813
      -33800      -14.846
      -33750      -14.878
      -33700      -14.911
      -33650      -14.944
      -33600      -14.977
      -33550      -15.009
      -33500      -15.042
      -33450      -15.075
      -33400      -15.107
      -33350      -15.140
      -33300      -15.172
      -33250      -15.205
      -33200      -15.237
      -33150      -15.269
      -33100      -15.301
      -33050      -15.333
      -33000      -15.364
      -32950      -15.396
      -32900      -15.427
      -32850      -15.458
      -32800      -15.489
      -32750      -15.520
      -32700      -15.551
      -32650      -15.581
      -32600      -15.611
      -32550      -15.641
      -32500      -15.670
      -32450      -15.700
      -32400      -15.729
      -32350      -15.757
      -32300      -15.786
      -32250      -15.814
      -32200      -15.842
      -32150      -15.869
      -32100      -15.896
      -32050      -15.923
      -32000      -15.949
      -31950      -15.975
      -31900      -16.001
      -31850      -16.026
      -31800      -16.051
      -31750      -16.076
      -31700      -16.100
      -31650      -16.124
      -31600      -16.147
      -31550      -16.170
      -31500      -16.192
      -31450      -16.214
      -31400      -16.236
      -31350      -16.257
      -31300      -16.278
      -31250      -16.298
      -31200      -16.318
      -31150      -16.337
      -31100      -16.356
      -31050      -16.374
      -31000      -16.392
      -30950      -16.409
      -30900      -16.426
      -30850      -16.442
