time beta 
-52100 0.57640180
-52050 0.56814139
-52000 0.55893983
-51950 0.54886305
-51900 0.53800961
-51850 0.52652067
-51800 0.51458599
-51750 0.50244438
-51700 0.49037766
-51650 0.47869802
-51600 0.46772950
-51550 0.45778522
-51500 0.44914224
-51450 0.44201687
-51400 0.43654310
-51350 0.43275660
-51300 0.43058659
-51250 0.42985689
-51200 0.43029679
-51150 0.43156108
-51100 0.43325809
-51050 0.43498309
-51000 0.43635411
-50950 0.43704685
-50900 0.43682500
-50850 0.43556284
-50800 0.43325757
-50750 0.43002965
-50700 0.42611078
-50650 0.42182008
-50600 0.41753066
-50550 0.41362945
-50500 0.41047415
-50450 0.40835177
-50400 0.40744298
-50350 0.40779624
-50300 0.40931500
-50250 0.41175985
-50200 0.41476622
-50150 0.41787678
-50100 0.42058589
-50050 0.42239236
-50000 0.42285562
-49950 0.42164981
-49900 0.41861005
-49850 0.41376596
-49800 0.40735781
-49750 0.39983286
-49700 0.39182051
-49650 0.38408721
-49600 0.37747412
-49550 0.37282187
-49500 0.37088883
-49450 0.37226982
-49400 0.37732282
-49350 0.38611085
-49300 0.39836534
-49250 0.41347564
-49200 0.43050730
-49150 0.44824945
-49100 0.46528888
-49050 0.48010620
-49000 0.49118718
-48950 0.49714073
-48900 0.49681408
-48850 0.48939542
-48800 0.47449512
-48750 0.45219764
-48700 0.42307891
-48650 0.38818616
-48600 0.34898047
-48550 0.30724535
-48500 0.26496746
-48450 0.22419822
-48400 0.18690689
-48350 0.15483653
-48300 0.12937474
-48250 0.11144957
-48200 0.10145999
-48150 0.09924691
-48100 0.10410819
-48050 0.11485722
-48000 0.12992116
-47950 0.14747166
-47900 0.16557791
-47850 0.18237011
-47800 0.19620008
-47750 0.20578578
-47700 0.21032781
-47650 0.20958770
-47600 0.20392092
-47550 0.19426108
-47500 0.18205583
-47450 0.16915858
-47400 0.15768427
-47350 0.14984010
-47300 0.14774452
-47250 0.15324890
-47200 0.16777624
-47150 0.19219006
-47100 0.22670457
-47050 0.27084361
-47000 0.32345252
-46950 0.38276247
-46900 0.44650275
-46850 0.51205275
-46800 0.57662185
-46750 0.63744348
-46700 0.69196809
-46650 0.73804004
-46600 0.77404456
-46550 0.79901326
-46500 0.81268018
-46450 0.81548405
-46400 0.80851701
-46350 0.79342418
-46300 0.77226251
-46250 0.74733056
-46200 0.72098311
-46150 0.69544576
-46100 0.67264439
-46050 0.65406337
-46000 0.64064347
-45950 0.63272759
-45900 0.63005791
-45850 0.63182418
-45800 0.63675836
-45750 0.64326694
-45700 0.64958945
-45650 0.65396912
-45600 0.65482114
-45550 0.65088379
-45500 0.64133964
-45450 0.62589639
-45400 0.60482039
-45350 0.57891999
-45300 0.54948024
-45250 0.51815440
-45200 0.48682174
-45150 0.45742363
-45100 0.43179215
-45050 0.41148599
-45000 0.39764767
-44950 0.39089481
-44900 0.39125482
-44850 0.39814913
-44800 0.41042879
-44750 0.42645894
-44700 0.44424561
-44650 0.46159470
-44600 0.47629019
-44550 0.48627718
-44500 0.48983466
-44450 0.48572385
-44400 0.47329991
-44350 0.45257779
-44300 0.42424666
-44250 0.38963165
-44200 0.35060582
-44150 0.30945933
-44100 0.26873626
-44050 0.23105193
-44000 0.19890517
-43950 0.17450018
-43900 0.15959184
-43850 0.15536591
-43800 0.16236310
-43750 0.18045187
-43700 0.20885097
-43650 0.24619883
-43600 0.29066288
-43550 0.34007916
-43500 0.39211006
-43450 0.44440703
-43400 0.49476521
-43350 0.54125774
-43300 0.58233992
-43250 0.61691624
-43200 0.64436655
-43150 0.66453163
-43100 0.67766182
-43050 0.68433556
-43000 0.68535709
-42950 0.68164437
-42900 0.67411844
-42850 0.66360527
-42800 0.65075939
-42750 0.63601625
-42700 0.61957740
-42650 0.60142892
-42600 0.58139047
-42550 0.55918896
-42500 0.53454861
-42450 0.50728695
-42400 0.47740616
-42350 0.44516892
-42300 0.41114959
-42250 0.37625354
-42200 0.34170050
-42150 0.30897131
-42100 0.27972059
-42050 0.25566187
-42000 0.23843388
-41950 0.22945946
-41900 0.22980937
-41850 0.24008343
-41800 0.26032065
-41750 0.28994748
-41700 0.32777100
-41650 0.37201966
-41600 0.42043076
-41550 0.47037959
-41500 0.51904178
-41450 0.56357719
-41400 0.60132188
-41350 0.62997339
-41300 0.64775508
-41250 0.65354634
-41200 0.64696822
-41150 0.62841709
-41100 0.59904326
-41050 0.56067526
-41000 0.51569535
-40950 0.46687498
-40900 0.41718253
-40850 0.36957770
-40800 0.32680779
-40750 0.29122116
-40700 0.26461167
-40650 0.24810539
-40600 0.24209758
-40550 0.24624407
-40500 0.25950670
-40450 0.28024855
-40400 0.30637081
-40350 0.33547993
-40300 0.36507186
-40250 0.39271874
-40200 0.41624381
-40150 0.43387143
-40100 0.44434143
-40050 0.44697992
-40000 0.44172270
-39950 0.42909074
-39900 0.41012170
-39850 0.38626415
-39800 0.35924455
-39750 0.33091863
-39700 0.30311969
-39650 0.27751639
-39600 0.25549132
-39550 0.23804943
-39500 0.22576302
-39450 0.21875619
-39400 0.21672888
-39350 0.21901673
-39300 0.22468056
-39250 0.23261650
-39200 0.24167676
-39150 0.25079000
-39100 0.25907081
-39050 0.26590888
-39000 0.27103049
-38950 0.27452738
-38900 0.27685097
-38850 0.27877297
-38800 0.28131607
-38750 0.28566107
-38700 0.29303853
-38650 0.30461428
-38600 0.32137845
-38550 0.34404728
-38500 0.37298571
-38450 0.40815704
-38400 0.44910353
-38350 0.49495937
-38300 0.54449471
-38250 0.59618718
-38200 0.64831500
-38150 0.69906446
-38100 0.74664336
-38050 0.78939199
-38000 0.82588340
-37950 0.85500593
-37900 0.87602250
-37850 0.88860301
-37800 0.89282853
-37750 0.88916790
-37700 0.87842960
-37650 0.86169337
-37600 0.84022737
-37550 0.81539752
-37500 0.78857579
-37450 0.76105414
-37400 0.73396972
-37350 0.70824620
-37300 0.68455401
-37250 0.66329148
-37200 0.64458641
-37150 0.62831666
-37100 0.61414694
-37050 0.60157774
-37000 0.59000218
-36950 0.57876591
-36900 0.56722574
-36850 0.55480289
-36800 0.54102763
-36750 0.52557312
-36700 0.50827700
-36650 0.48915069
-36600 0.46837694
-36550 0.44629704
-36500 0.42338984
-36450 0.40024469
-36400 0.37753080
-36350 0.35596510
-36300 0.33628069
-36250 0.31919713
-36200 0.30539368
-36150 0.29548593
-36100 0.29000573
-36050 0.28938435
-36000 0.29393807
-35950 0.30385603
-35900 0.31918956
-35850 0.33984302
-35800 0.36556617
-35750 0.39594849
-35700 0.43041632
-35650 0.46823376
-35600 0.50850861
-35550 0.55020453
-35500 0.59216053
-35450 0.63311842
-35400 0.67175859
-35350 0.70674376
-35300 0.73676959
-35250 0.76062051
-35200 0.77722838
-35150 0.78573096
-35100 0.78552688
-35050 0.77632348
-35000 0.75817404
-34950 0.73150119
-34900 0.69710368
-34850 0.65614472
-34800 0.61012094
-34750 0.56081203
-34700 0.51021254
-34650 0.46044831
-34600 0.41368111
-34550 0.37200599
-34500 0.33734666
-34450 0.31135448
-34400 0.29531670
-34350 0.29007953
-34300 0.29599086
-34250 0.31286666
-34200 0.33998373
-34150 0.37610038
-34100 0.41950485
-34050 0.46808982
-34000 0.51944988
-33950 0.57099732
-33900 0.62009071
-33850 0.66416942
-33800 0.70088719
-33750 0.72823740
-33700 0.74466312
-33650 0.74914556
-33600 0.74126583
-33550 0.72123592
-33500 0.68989673
-33450 0.64868269
-33400 0.59955418
-33350 0.54490097
-33300 0.48742146
-33250 0.42998396
-33200 0.37547724
-33150 0.32665851
-33100 0.28600699
-33050 0.25559121
-33000 0.23695746
-32950 0.23104571
-32900 0.23813784
-32850 0.25784128
-32800 0.28910919
-32750 0.33029623
-32700 0.37924703
-32650 0.43341238
-32600 0.48998691
-32550 0.54606035
-32500 0.59877409
-32450 0.64547390
-32400 0.68385051
-32350 0.71205977
-32300 0.72881592
-32250 0.73345250
-32200 0.72594784
-32150 0.70691376
-32100 0.67754859
-32050 0.63955749
-32000 0.59504524
-31950 0.54638797
-31900 0.49609197
-31850 0.44664793
-31800 0.40038961
-31750 0.35936537
-31700 0.32523007
-31650 0.29916370
-31600 0.28182121
-31550 0.27331596
-31500 0.27323723
-31450 0.28069985
-31400 0.29442210
-31350 0.31282611
-31300 0.33415381
-31250 0.35659036
-31200 0.37838665
-31150 0.39797263
-31100 0.41405420
-31050 0.42568709
-31000 0.43232348
-30950 0.43382849
-30900 0.43046628
-30850 0.42285725
-30800 0.41191031
-30750 0.39873557
-30700 0.38454441
-30650 0.37054476
-30600 0.35783955
-30550 0.34733637
-30500 0.33967508
-30450 0.33517911
-30400 0.33383423
-30350 0.33529651
-30300 0.33892873
-30250 0.34386280
-30200 0.34908294
-30150 0.35352346
-30100 0.35617294
-30050 0.35617667
-30000 0.35292870
-29950 0.34614557
-29900 0.33591521
-29850 0.32271615
-29800 0.30740424
-29750 0.29116703
-29700 0.27544782
-29650 0.26184455
-29600 0.25199021
-29550 0.24742361
-29500 0.24946008
-29450 0.25907226
-29400 0.27679040
-29350 0.30263095
-29300 0.33605984
-29250 0.37599479
-29200 0.42084819
-29150 0.46860878
-29100 0.51695794
-29050 0.56341309
-29000 0.60548884
-28950 0.64086483
-28900 0.66754825
-28850 0.68401921
-28800 0.68934787
-28750 0.68327434
-28700 0.66624428
-28650 0.63939688
-28600 0.60450457
-28550 0.56386785
-28500 0.52017169
-28450 0.47631285
-28400 0.43520980
-28350 0.39960848
-28300 0.37189734
-28250 0.35394502
-28200 0.34697224
-28150 0.35146735
-28100 0.36715178
-28050 0.39299831
-28000 0.42730096
-27950 0.46779200
-27900 0.51179776
-27850 0.55642223
-27800 0.59874567
-27750 0.63602378
-27700 0.66587358
-27650 0.68643265
-27600 0.69648059
-27550 0.69551436
-27500 0.68377237
-27450 0.66220627
-27400 0.63240289
-27350 0.59646263
-27300 0.55684363
-27250 0.51618347
-27200 0.47711164
-27150 0.44206661
-27100 0.41313050
-27050 0.39189329
-27000 0.37935561
-26950 0.37587653
-26900 0.38116896
-26850 0.39434196
-26800 0.41398547
-26750 0.43829010
-26700 0.46519209
-26650 0.49253190
-26600 0.51821409
-26550 0.54035662
-26500 0.55741862
-26450 0.56829767
-26400 0.57239053
-26350 0.56961386
-26300 0.56038501
-26250 0.54556589
-26200 0.52637582
-26150 0.50428131
-26100 0.48087242
-26050 0.45773596
-26000 0.43633563
-25950 0.41790824
-25900 0.40338360
-25850 0.39333330
-25800 0.38795106
-25750 0.38706474
-25700 0.39017740
-25650 0.39653253
-25600 0.40519668
-25550 0.41515181
-25500 0.42538881
-25450 0.43499432
-25400 0.44322350
-25350 0.44955315
-25300 0.45371164
-25250 0.45568381
-25200 0.45569187
-25150 0.45415493
-25100 0.45163191
-25050 0.44875375
-25000 0.44615165
-24950 0.44438825
-24900 0.44389814
-24850 0.44494306
-24800 0.44758588
-24750 0.45168520
-24700 0.45691106
-24650 0.46277974
-24600 0.46870440
-24550 0.47405659
-24500 0.47823274
-24450 0.48071960
-24400 0.48115233
-24350 0.47935996
-24300 0.47539391
-24250 0.46953671
-24200 0.46228997
-24150 0.45434233
-24100 0.44651983
-24050 0.43972276
-24000 0.43485409
-23950 0.43274536
-23900 0.43408622
-23850 0.43936329
-23800 0.44881360
-23750 0.46239627
-23700 0.47978516
-23650 0.50038302
-23600 0.52335628
-23550 0.54768800
-23500 0.57224494
-23450 0.59585379
-23400 0.61738074
-23350 0.63580868
-23300 0.65030606
-23250 0.66028258
-23200 0.66542770
-23150 0.66572913
-23100 0.66147037
-23050 0.65320749
-23000 0.64172719
-22950 0.62798932
-22900 0.61305816
-22850 0.59802758
-22800 0.58394545
-22750 0.57174265
-22700 0.56217169
-22650 0.55575896
-22600 0.55277391
-22550 0.55321676
-22500 0.55682547
-22450 0.56310085
-22400 0.57134790
-22350 0.58072983
-22300 0.59033102
-22250 0.59922402
-22200 0.60653586
-22150 0.61150912
-22100 0.61355327
-22050 0.61228315
-22000 0.60754189
-21950 0.59940703
-21900 0.58817977
-21850 0.57435832
-21800 0.55859779
-21750 0.54165945
-21700 0.52435363
-21650 0.50748023
-21600 0.49177143
-21550 0.47784079
-21500 0.46614251
-21450 0.45694370
-21400 0.45031177
-21350 0.44611760
-21300 0.44405435
-21250 0.44367018
-21200 0.44441226
-21150 0.44567880
-21100 0.44687461
-21050 0.44746604
-21000 0.44703063
-20950 0.44529745
-20900 0.44217474
-20850 0.43776220
-20800 0.43234687
-20750 0.42638237
-20700 0.42045297
-20650 0.41522501
-20600 0.41138939
-20550 0.40959959
-20500 0.41041030
-20450 0.41422172
-20400 0.42123435
-20350 0.43141841
-20300 0.44450089
-20250 0.45997202
-20200 0.47711138
-20150 0.49503208
-20100 0.51274045
-20050 0.52920656
-20000 0.54344068
-19950 0.55456940
-19900 0.56190553
-19850 0.56500581
-19800 0.56371151
-19750 0.55816807
-19700 0.54882162
-19650 0.53639196
-19600 0.52182347
-19550 0.50621727
-19500 0.49074967
-19450 0.47658289
-19400 0.46477514
-19350 0.45619729
-19300 0.45146269
-19250 0.45087643
-19200 0.45440805
-19150 0.46169075
-19100 0.47204733
-19050 0.48454131
-19000 0.49804962
-18950 0.51135107
-18900 0.52322387
-18850 0.53254433
-18800 0.53837870
-18750 0.54006072
-18700 0.53724824
-18650 0.52995437
-18600 0.51855005
-18550 0.50373791
-18500 0.48649921
-18450 0.46801807
-18400 0.44958910
-18350 0.43251597
-18300 0.41800921
-18250 0.40709171
-18200 0.40051963
-18150 0.39872527
-18100 0.40178665
-18050 0.40942607
-18000 0.42103775
-17950 0.43574192
-17900 0.45246060
-17850 0.47000853
-17800 0.48719113
-17750 0.50290122
-17700 0.51620595
-17650 0.52641662
-17600 0.53313533
-17550 0.53627471
-17500 0.53604925
-17450 0.53293934
-17400 0.52763158
-17350 0.52094111
-17300 0.51372318
-17250 0.50678237
-17200 0.50078794
-17150 0.49620323
-17100 0.49323594
-17050 0.49181385
-17000 0.49158863
-16950 0.49196755
-16900 0.49217016
-16850 0.49130503
-16800 0.48845945
-16750 0.48279360
-16700 0.47363059
-16650 0.46053343
-16600 0.44336169
-16550 0.42230183
-16500 0.39786798
-16450 0.37087221
-16400 0.34236652
-16350 0.31356110
-16300 0.28572592
-16250 0.26008436
-16200 0.23770822
-16150 0.21942413
-16100 0.20573978
-16050 0.19679754
-16000 0.19236014
-15950 0.19183076
-15900 0.19430632
-15850 0.19866037
-15800 0.20364865
-15750 0.20802853
-15700 0.21068214
-15650 0.21073201
-15600 0.20763902
-15550 0.20127313
-15500 0.19195002
-15450 0.18042916
-15400 0.16787233
-15350 0.15576484
-15300 0.14580494
-15250 0.13976977
-15200 0.13936853
-15150 0.14609435
-15100 0.16108750
-15050 0.18502102
-15000 0.21801884
-14950 0.25961375
-14900 0.30874939
-14850 0.36382702
-14800 0.42279430
-14750 0.48326970
-14700 0.54269350
-14650 0.59849414
-14600 0.64825713
-14550 0.68988393
-14500 0.72172874
-14450 0.74270279
-14400 0.75233860
-14350 0.75080960
-14300 0.73890411
-14250 0.71795617
-14200 0.68973915
-14150 0.65633072
-14100 0.61995998
-14050 0.58284863
-14000 0.54705826
-13950 0.51435516
-13900 0.48610239
-13850 0.46318626
-13800 0.44598173
-13750 0.43435777
-13700 0.42772082
-13650 0.42509115
-13600 0.42520486
-13550 0.42663230
-13500 0.42790278
-13450 0.42762526
-13400 0.42459586
-13350 0.41788394
-13300 0.40689124
-13250 0.39138063
-13200 0.37147405
-13150 0.34762159
-13100 0.32054614
-13050 0.29116990
-13000 0.26053018
-12950 0.22969250
-12900 0.19966878
-12850 0.17134748
-12800 0.14544124
-12750 0.12245532
-12700 0.10267842
-12650 0.08619509
-12600 0.07291686
-12550 0.06262772
-12500 0.05503832
-12450 0.04984272
-12400 0.04677133
-12350 0.04563466
-12300 0.04635321
-12250 0.04897065
-12200 0.05364916
-12150 0.06064748
-12100 0.07028429
-12050 0.08289076
-12000 0.09875719
-11950 0.11807965
-11900 0.14091189
-11850 0.16712806
-11800 0.19640017
-11750 0.22819332
-11700 0.26177972
-11650 0.29627102
-11600 0.33066680
-11550 0.36391528
-11500 0.39498156
-11450 0.42291766
-11400 0.44692858
-11350 0.46642891
-11300 0.48108504
-11250 0.49083968
-11200 0.49591626
-11150 0.49680303
-11100 0.49421794
-11050 0.48905707
-11000 0.48233068
-10950 0.47509201
-10900 0.46836420
-10850 0.46307093
-10800 0.45997610
-10750 0.45963674
-10700 0.46237240
-10650 0.46825292
-10600 0.47710472
-10550 0.48853475
-10500 0.50196935
-10450 0.51670465
-10400 0.53196415
-10350 0.54695883
-10300 0.56094499
-10250 0.57327575
-10200 0.58344238
-10150 0.59110307
-10100 0.59609746
-10050 0.59844684
-10000 0.59834064
-9950 0.59611124
-9900 0.59219975
-9850 0.58711586
-9800 0.58139539
-9750 0.57555883
-9700 0.57007409
-9650 0.56532586
-9600 0.56159366
-9550 0.55903945
-9500 0.55770506
-9450 0.55751891
-9400 0.55831069
-9350 0.55983235
-9300 0.56178323
-9250 0.56383703
-9200 0.56566870
-9150 0.56697896
-9100 0.56751516
-9050 0.56708713
-9000 0.56557750
-8950 0.56294620
-8900 0.55922953
-8850 0.55453430
-8800 0.54902795
-8750 0.54292582
-8700 0.53647645
-8650 0.52994616
-8600 0.52360369
-8550 0.51770581
-8500 0.51248441
-8450 0.50813552
-8400 0.50481052
-8350 0.50260963
-8300 0.50157774
-8250 0.50170250
-8200 0.50291477
-8150 0.50509114
-8100 0.50805873
-8050 0.51160192
-8000 0.51547118
-7950 0.51939364
-7900 0.52308524
-7850 0.52626405
-7800 0.52866426
-7750 0.53005025
-7700 0.53022998
-7650 0.52906683
-7600 0.52648911
-7550 0.52249654
-7500 0.51716283
-7450 0.51063406
-7400 0.50312262
-7350 0.49489674
-7300 0.48626615
-7250 0.47756443
-7200 0.46912935
-7150 0.46128217
-7100 0.45430759
-7050 0.44843555
-7000 0.44382640
-6950 0.44056051
-6900 0.43863325
-6850 0.43795572
-6800 0.43836140
-6750 0.43961826
-6700 0.44144541
-6650 0.44353326
-6600 0.44556553
-6550 0.44724154
-6500 0.44829714
-6450 0.44852256
-6400 0.44777594
-6350 0.44599162
-6300 0.44318239
-6250 0.43943591
-6200 0.43490541
-6150 0.42979579
-6100 0.42434602
-6050 0.41880967
-6000 0.41343485
-5950 0.40844543
-5900 0.40402483
-5850 0.40030382
-5800 0.39735290
-5750 0.39518002
-5700 0.39373339
-5650 0.39290905
-5600 0.39256227
-5550 0.39252184
-5500 0.39260562
-5450 0.39263621
-5400 0.39245525
-5350 0.39193518
-5300 0.39098767
-5250 0.38956796
-5200 0.38767513
-5150 0.38534841
-5100 0.38266010
-5050 0.37970597
-5000 0.37659413
-4950 0.37343361
-4900 0.37032367
-4850 0.36734488
-4800 0.36455276
-4750 0.36197447
-4700 0.35960879
-4650 0.35742907
-4600 0.35538900
-4550 0.35343021
-4500 0.35149104
-4450 0.34951536
-4400 0.34746069
-4350 0.34530457
-4300 0.34304868
-4250 0.34072020
-4200 0.33837033
-4150 0.33607010
-4100 0.33390389
-4050 0.33196125
-4000 0.33032801
-3950 0.32907723
-3900 0.32826117
-3850 0.32790486
-3800 0.32800203
-3750 0.32851359
-3700 0.32936906
-3650 0.33047069
-3600 0.33169987
-3550 0.33292539
-3500 0.33401283
-3450 0.33483416
-3400 0.33527686
-3350 0.33525183
-3300 0.33469939
-3250 0.33359297
-3200 0.33194041
-3150 0.32978257
-3100 0.32718976
-3050 0.32425620
-3000 0.32109307
-2950 0.31782086
-2900 0.31456147
-2850 0.31143086
-2800 0.30853266
-2750 0.30595313
-2700 0.30375776
-2650 0.30198954
-2600 0.30066891
-2550 0.29979508
-2500 0.29934847
-2450 0.29929389
-2400 0.29958410
-2350 0.30016339
-2300 0.30097081
-2250 0.30194294
-2200 0.30301606
-2150 0.30412764
-2100 0.30521736
-2050 0.30622765
-2000 0.30710410
-1950 0.30779586
-1900 0.30825613
-1850 0.30844308
-1800 0.30832102
-1750 0.30786198
-1700 0.30704746
-1650 0.30587032
-1600 0.30433645
-1550 0.30246608
-1500 0.30029442
-1450 0.29787152
-1400 0.29526114
-1350 0.29253859
-1300 0.28978771
-1250 0.28709694
-1200 0.28455489
-1150 0.28224568
-1100 0.28024432
-1050 0.27861253
-1000 0.27739547
-950 0.27661931
-900 0.27629024
-850 0.27639463
-800 0.27690057
-750 0.27776051
-700 0.27891475
-650 0.28029554
-600 0.28183146
-550 0.28345152
-500 0.28508893
-450 0.28668403
-400 0.28818634
-350 0.28955555
-300 0.29076160
-250 0.29178374
-200 0.29260912
-150 0.29323081
-100 0.29364584
-50 0.29385338
0 0.29385338
