time	alpha
 -247500	 0.2084593822
 -247450	 0.2121038535
 -247400	 0.2157691824
 -247350	 0.2194549643
 -247300	 0.2231607897
 -247250	 0.2268862442
 -247200	 0.2306309084
 -247150	 0.2343943579
 -247100	 0.2381761639
 -247050	 0.2419758925
 -247000	 0.2457931053
 -246950	 0.2496273595
 -246900	 0.2534782076
 -246850	 0.2573451977
 -246800	 0.2612278736
 -246750	 0.2651257746
 -246700	 0.2690384361
 -246650	 0.2729653892
 -246600	 0.2769061609
 -246550	 0.2808602742
 -246500	 0.2848272484
 -246450	 0.2888065988
 -246400	 0.2927978369
 -246350	 0.2968004705
