time sealevel 
-107450 -25.3447975
-107400 -25.4726456
-107350 -25.6004937
-107300 -25.7283418
-107250 -25.8561899
-107200 -25.9840380
-107150 -26.1118861
-107100 -26.3872349
-107050 -26.6687295
-107000 -26.9502242
-106950 -27.2317189
-106900 -27.5132135
-106850 -27.8729385
-106800 -28.3845225
-106750 -28.8961064
-106700 -29.4076903
-106650 -29.9192742
-106600 -30.4308582
-106550 -30.9424421
-106500 -31.4540260
-106450 -31.9656099
-106400 -32.3859143
-106350 -32.7448436
-106300 -33.0507678
-106250 -33.3566919
-106200 -33.6626161
-106150 -33.9660780
-106100 -34.2625319
-106050 -34.5589858
-106000 -34.8554397
-105950 -35.1518936
-105900 -35.4483475
-105850 -35.7448014
-105800 -36.0412553
-105750 -36.3377092
-105700 -36.8227651
-105650 -37.3549715
-105600 -37.8871779
-105550 -38.4193843
-105500 -38.9515907
-105450 -39.4680122
-105400 -39.9125244
-105350 -39.5685881
-105300 -38.5530105
-105250 -37.5374329
-105200 -36.5218553
-105150 -35.5062777
-105100 -34.4907001
-105050 -33.4751225
-105000 -32.4595449
-104950 -31.4439673
-104900 -30.4283897
-104850 -29.4128121
-104800 -28.3972345
-104750 -27.3816569
-104700 -26.3660793
-104650 -25.3505018
-104600 -24.3349242
-104550 -23.3193466
-104500 -23.0285311
-104450 -23.8248588
-104400 -24.6211864
-104350 -25.4175141
-104300 -26.2138418
-104250 -27.0101695
-104200 -27.8064972
-104150 -28.6028249
-104100 -29.3991525
-104050 -30.1954802
-104000 -30.9918079
-103950 -31.7881356
-103900 -32.5844633
-103850 -33.3807910
-103800 -33.7875872
-103750 -32.9608671
-103700 -32.1341470
-103650 -31.3074270
-103600 -30.4807069
-103550 -29.6539868
-103500 -28.8272667
-103450 -28.0005467
-103400 -27.1738266
-103350 -26.3471065
-103300 -25.5203864
-103250 -24.6936664
-103200 -23.8669463
-103150 -23.0402262
-103100 -22.2135061
-103050 -21.3867861
-103000 -20.5600660
-102950 -19.7333459
-102900 -18.9066258
-102850 -18.0799057
-102800 -17.2531857
-102750 -16.4705141
-102700 -17.8462203
-102650 -19.2219266
-102600 -20.5976328
-102550 -21.9733390
-102500 -23.3490452
-102450 -24.7247514
-102400 -26.1004576
-102350 -27.4761638
-102300 -28.8518701
-102250 -30.2275763
-102200 -31.6032825
-102150 -32.9789887
-102100 -34.3546949
-102050 -35.7304011
